Date,Store_ID,Sales,Foot_Traffic,Staff_Count,Avg_Hourly_Rate,Hours_Worked,Labor_Hours,Inventory_Level,Promotions
2022-06-13,13,5109.69,539,19,14.01,6.71,127.49,1137,0
2022-06-14,13,3665.59,387,13,15.41,7.52,97.71,1115,0
2022-06-15,13,3315.37,314,12,14.48,7.77,93.23,1234,0
2022-06-16,13,1886.58,210,9,14.46,7.2,64.77,1243,1
2022-06-17,13,3774.86,382,13,17.27,6.85,89.03,1184,0
2022-06-18,13,3577.83,331,11,16.95,6.08,66.85,1171,0
2022-06-19,13,3065.26,305,11,13.14,6.67,73.42,1208,0
2022-06-20,13,3144.49,294,9,16.43,6.64,59.79,1256,0
2022-06-21,13,3925.95,400,14,16.12,7.13,99.86,1219,0
2022-06-22,13,1970.23,213,7,15.3,7.53,52.7,1261,1
2022-06-23,13,4468.89,469,15,16.63,7.42,111.33,1251,0
2022-06-24,13,4110.81,409,14,17.33,7.74,108.36,1194,0
2022-06-25,13,3092.24,291,11,16.15,6.09,67.03,1249,0
2022-06-26,13,3283.22,304,11,14.45,7.21,79.31,1233,0
2022-06-27,13,3564.51,370,12,14.36,6.38,76.54,1129,0
2022-06-28,13,3928.8,412,13,14.22,7.95,103.29,1153,0
2022-06-29,13,4866.22,498,16,15.57,6.82,109.09,1057,0
2022-06-30,13,2788.59,262,9,16.87,7.25,65.23,1242,0
2022-07-01,13,4266.94,414,13,13.13,6.7,87.14,1189,0
2022-07-02,13,2964.78,285,11,16.35,6.44,70.84,1223,0
2022-07-03,13,2789.93,249,10,17.15,7.38,73.76,1296,0
2022-07-04,13,2868.17,297,11,12.59,7.88,86.66,1301,0
2022-07-05,13,3907.19,388,13,14.42,6.12,79.55,1199,0
2022-07-06,13,2549.48,284,11,13.21,7.65,84.16,1395,0
2022-07-07,13,3058.86,286,10,15.64,6.68,66.83,1270,0
2022-07-08,13,2529.44,250,8,13.75,6.24,49.93,1370,0
2022-07-09,13,2563.53,231,8,13.51,7.43,59.41,1388,0
2022-07-10,13,3953.39,388,14,16.94,6.16,86.31,1177,0
2022-07-11,13,2830.88,299,10,13.59,7.46,74.55,1424,0
2022-07-12,13,2273.21,228,8,15.45,6.87,54.97,1383,0
2022-07-13,13,2425.61,223,8,14.95,6.33,50.64,1255,0
2022-07-14,13,2963.19,266,9,14.2,6.31,56.83,1326,0
2022-07-15,13,2664.91,260,8,14.85,7.5,59.97,1254,0
2022-07-16,13,2675.77,272,10,14.7,7.66,76.57,1312,0
2022-07-17,13,2401.98,257,9,16.65,7.37,66.34,1364,0
2022-07-18,13,3443.71,329,11,16.51,7.44,81.86,1268,0
2022-07-19,13,3037.24,288,9,15.62,7.7,69.27,1225,0
2022-07-20,13,2364.04,279,9,17.21,6.86,61.71,1269,0
2022-07-21,13,2615.61,261,8,16.0,6.34,50.68,1238,0
2022-07-22,13,1827.95,202,7,13.88,6.75,47.28,1433,1
2022-07-23,13,2389.01,214,8,14.07,7.96,63.67,1354,0
2022-07-24,13,1864.25,193,6,18.07,6.9,41.38,1413,1
2022-07-25,13,2541.67,269,9,16.23,7.85,70.63,1209,0
2022-07-26,13,2271.33,228,8,15.26,7.41,59.24,1357,0
2022-07-27,13,2130.55,178,5,15.3,7.48,37.38,1297,1
2022-07-28,13,2406.97,223,7,15.1,6.38,44.66,1252,0
2022-07-29,13,2501.18,257,10,18.55,6.74,67.37,1233,0
2022-07-30,13,3104.52,278,9,13.81,7.46,67.18,1255,0
2022-07-31,13,2825.26,333,11,16.3,7.31,80.42,1262,0
2022-08-01,13,2933.73,316,10,16.84,7.73,77.25,1291,0
2022-08-02,13,1861.99,156,5,13.98,6.42,32.1,1357,1
2022-08-03,13,2344.82,240,9,13.87,7.5,67.47,1346,0
2022-08-04,13,3473.91,349,11,12.81,6.08,66.87,1214,0
2022-08-05,13,1980.18,220,8,13.55,6.6,52.8,1302,1
2022-08-06,13,2133.12,163,6,16.23,7.26,43.57,1378,1
2022-08-07,13,2116.14,215,7,14.83,7.96,55.72,1359,1
2022-08-08,13,1891.47,165,5,15.97,7.98,39.89,1348,1
2022-08-09,13,2978.17,307,12,16.25,6.88,82.54,1263,0
2022-08-10,13,1567.32,135,5,14.98,7.53,37.65,1354,1
2022-08-11,13,2758.69,303,10,13.64,7.2,72.01,1311,0
2022-08-12,13,2484.44,255,9,15.94,7.42,66.76,1333,0
2022-08-13,13,1794.7,143,6,11.29,7.46,44.78,1307,1
2022-08-14,13,1489.35,98,3,16.83,7.09,21.28,1462,1
2022-08-15,13,1767.3,187,8,11.68,7.63,61.02,1349,1
2022-08-16,13,2696.5,256,9,13.13,7.17,64.52,1264,0
2022-08-17,13,2606.72,272,11,14.41,6.2,68.21,1352,0
2022-08-18,13,2361.68,223,9,13.25,7.98,71.81,1345,0
2022-08-19,13,1629.49,187,7,12.25,6.61,46.25,1397,1
2022-08-20,13,1710.85,191,7,15.15,7.93,55.5,1395,1
2022-08-21,13,2154.85,224,8,14.28,6.59,52.68,1387,1
2022-08-22,13,1442.55,126,5,14.23,7.71,38.53,1331,1
2022-08-23,13,2280.79,216,8,14.65,7.38,59.03,1287,0
2022-08-24,13,1711.26,166,6,12.97,6.71,40.28,1441,1
2022-08-25,13,2380.67,217,9,16.02,7.88,70.88,1274,0
2022-08-26,13,1000.0,113,4,13.64,7.17,28.67,1366,1
2022-08-27,13,1044.43,98,4,15.71,7.66,30.64,1437,1
2022-08-28,13,1244.84,121,5,14.73,7.59,37.97,1379,1
2022-08-29,13,1822.77,172,6,14.74,6.09,36.56,1385,1
2022-08-30,13,1174.13,117,3,14.4,6.54,19.61,1398,1
2022-08-31,13,3201.49,324,12,16.31,6.94,83.33,1222,0
2022-09-01,13,1000.0,89,4,16.69,7.87,31.46,1371,1
2022-09-02,13,2239.67,219,7,16.55,6.12,42.87,1346,0
2022-09-03,13,2392.16,230,9,14.67,6.37,57.34,1297,0
2022-09-04,13,1791.23,170,7,15.02,7.25,50.74,1365,1
2022-09-05,13,1125.28,113,4,13.82,7.31,29.22,1370,1
2022-09-06,13,1348.04,84,4,14.24,6.33,25.31,1414,1
2022-09-07,13,2003.22,228,7,13.19,7.9,55.28,1339,1
2022-09-08,13,1000.0,115,5,14.11,6.35,31.77,1416,1
2022-09-09,13,1000.0,103,3,15.44,6.36,19.09,1445,1
2022-09-10,13,1000.0,117,3,14.86,7.27,21.81,1316,1
2022-09-11,13,1735.46,146,6,14.18,6.84,41.06,1309,1
2022-09-12,13,2159.87,181,7,16.4,6.05,42.36,1318,1
2022-09-13,13,2862.96,249,8,13.55,7.84,62.73,1278,0
2022-09-14,13,1000.0,109,5,15.04,6.15,30.75,1438,1
2022-09-15,13,1000.0,103,5,18.58,6.31,31.56,1387,1
2022-09-16,13,1000.0,107,4,17.26,7.79,31.18,1435,1
2022-09-17,13,1686.67,187,7,14.21,6.55,45.85,1345,1
2022-09-18,13,1845.62,137,6,16.83,7.64,45.81,1314,1
2022-09-19,13,1000.0,76,3,14.05,6.34,19.02,1449,1
2022-09-20,13,1521.57,139,4,15.65,6.1,24.39,1416,1
2022-09-21,13,1000.0,113,5,17.66,6.47,32.35,1453,1
2022-09-22,13,1442.71,147,5,14.53,7.48,37.42,1394,1
2022-09-23,13,1183.49,171,7,16.18,7.33,51.28,1423,1
2022-09-24,13,1120.5,90,4,14.76,6.62,26.48,1428,1
2022-09-25,13,1000.0,110,3,14.16,7.27,21.8,1466,1
2022-09-26,13,1121.86,131,6,15.98,7.33,43.98,1485,1
2022-09-27,13,1448.47,174,6,15.8,7.13,42.78,1438,1
2022-09-28,13,2517.91,248,8,13.01,7.87,62.97,1228,0
2022-09-29,13,1000.0,74,3,14.53,7.59,22.76,1396,1
2022-09-30,13,1000.0,113,4,13.24,7.63,30.53,1500,1
2022-10-01,13,1620.1,168,7,12.5,6.85,47.96,1291,1
2022-10-02,13,1139.7,125,5,14.75,7.37,36.84,1387,1
2022-10-03,13,1288.4,156,6,15.5,6.37,38.2,1492,1
2022-10-04,13,1000.0,95,3,16.47,6.59,19.78,1362,1
2022-10-05,13,1853.41,165,6,12.69,7.0,42.03,1313,1
2022-10-06,13,1000.0,111,4,13.28,7.63,30.53,1415,1
2022-10-07,13,1000.0,106,5,17.19,6.67,33.37,1353,1
2022-10-08,13,2767.98,270,10,13.86,6.88,68.8,1321,0
2022-10-09,13,1000.0,80,4,12.86,7.91,31.66,1447,1
2022-10-10,13,1000.0,107,4,17.56,6.57,26.27,1477,1
2022-10-11,13,1000.0,117,3,14.8,7.24,21.71,1340,1
2022-10-12,13,1000.0,68,3,14.3,6.2,18.6,1446,1
2022-10-13,13,1217.42,123,6,13.95,6.82,40.94,1401,1
2022-10-14,13,2103.66,222,9,13.56,6.66,59.94,1253,1
2022-10-15,13,1630.58,199,7,14.79,6.03,42.18,1468,1
2022-10-16,13,1068.52,108,4,15.51,7.17,28.68,1365,1
2022-10-17,13,2666.04,298,10,15.66,6.66,66.63,1309,0
2022-10-18,13,1000.0,117,5,12.3,6.5,32.52,1403,1
2022-10-19,13,1333.18,150,7,17.28,7.79,54.5,1422,1
2022-10-20,13,1393.57,123,4,14.75,6.46,25.84,1362,1
2022-10-21,13,1987.37,248,9,15.53,6.81,61.3,1385,1
2022-10-22,13,1000.0,101,5,16.16,7.9,39.49,1497,1
2022-10-23,13,1000.0,104,5,14.45,6.16,30.8,1426,1
2022-10-24,13,2102.09,211,9,15.74,7.88,70.89,1250,1
2022-10-25,13,2789.6,304,12,15.21,6.78,81.37,1216,0
2022-10-26,13,1084.86,148,4,14.57,7.58,30.33,1500,1
2022-10-27,13,1000.0,113,5,15.13,6.71,33.56,1449,1
2022-10-28,13,1000.0,92,5,14.16,6.83,34.16,1410,1
2022-10-29,13,2251.45,259,9,13.76,6.88,61.88,1375,0
2022-10-30,13,1000.0,75,3,15.21,7.89,23.68,1405,1
2022-10-31,13,1507.1,137,4,15.24,7.1,28.4,1424,1
2022-11-01,13,1332.61,106,3,15.39,6.43,19.3,1298,1
2022-11-02,13,1000.0,93,4,17.14,7.22,28.89,1399,1
2022-11-03,13,1000.0,120,4,15.46,7.78,31.12,1378,1
2022-11-04,13,2086.25,204,8,14.46,6.43,51.43,1262,1
2022-11-05,13,2170.83,218,7,15.32,6.68,46.73,1292,1
2022-11-06,13,2502.84,258,10,18.38,7.14,71.43,1292,0
2022-11-07,13,1977.01,193,6,13.33,7.97,47.85,1312,1
2022-11-08,13,1616.64,139,4,17.58,6.93,27.72,1395,1
2022-11-09,13,1762.71,143,6,15.63,7.17,43.01,1364,1
2022-11-10,13,2446.75,271,10,15.12,6.27,62.71,1279,0
2022-11-11,13,1000.0,87,3,14.57,7.52,22.55,1478,1
2022-11-12,13,2054.61,192,7,14.38,6.44,45.08,1373,1
2022-11-13,13,1260.18,96,5,12.46,6.66,33.28,1417,1
2022-11-14,13,2047.51,202,8,15.25,7.42,59.35,1275,1
2022-11-15,13,1000.0,111,3,16.33,7.43,22.28,1437,1
2022-11-16,13,2475.53,240,8,14.78,6.64,53.1,1333,0
2022-11-17,13,2290.62,236,9,14.33,7.7,69.31,1359,0
2022-11-18,13,1281.74,89,3,13.88,7.59,22.77,1375,1
2022-11-19,13,1498.31,153,5,15.11,7.23,36.16,1441,1
2022-11-20,13,1451.07,137,5,15.87,6.36,31.79,1439,1
2022-11-21,13,1970.75,168,7,16.54,7.81,54.67,1420,1
2022-11-22,13,3575.86,325,11,12.19,7.05,77.6,1148,0
2022-11-23,13,1000.0,83,3,14.29,6.75,20.26,1400,1
2022-11-24,13,2267.88,202,6,16.09,7.85,47.13,1252,0
2022-11-25,13,2380.14,245,9,13.23,7.94,71.49,1269,0
2022-11-26,13,1639.29,173,7,14.73,7.43,52.04,1300,1
2022-11-27,13,1000.0,103,3,16.14,7.58,22.75,1367,1
2022-11-28,13,1961.33,204,8,14.87,6.49,51.95,1375,1
2022-11-29,13,1177.65,86,3,15.1,6.52,19.55,1384,1
2022-11-30,13,2626.72,273,9,13.28,7.14,64.25,1232,0
2022-12-01,13,1106.16,124,5,14.19,7.97,39.83,1500,1
2022-12-02,13,2202.16,226,9,15.44,7.49,67.38,1342,1
2022-12-03,13,1656.33,164,5,16.16,7.49,37.46,1313,1
2022-12-04,13,3197.61,305,12,14.46,6.52,78.18,1232,0
2022-12-05,13,3591.22,366,14,16.77,6.84,95.75,1222,0
2022-12-06,13,2079.7,200,6,15.04,6.69,40.11,1319,1
2022-12-07,13,1557.94,174,6,14.98,6.6,39.63,1349,1
2022-12-08,13,3768.93,382,12,17.12,7.46,89.55,1168,0
2022-12-09,13,2354.15,232,9,11.91,6.2,55.8,1347,0
2022-12-10,13,2747.13,268,10,11.31,6.33,63.31,1312,0
2022-12-11,13,2431.55,240,10,16.32,6.82,68.25,1255,0
2022-12-12,13,2397.09,237,7,14.59,6.61,46.24,1221,0
2022-12-13,13,2200.49,218,9,15.69,7.81,70.26,1280,1
2022-12-14,13,1116.95,86,3,15.03,6.4,19.2,1474,1
2022-12-15,13,4075.71,412,13,15.71,6.5,84.47,1159,0
2022-12-16,13,2853.83,289,11,16.03,6.36,69.92,1254,0
2022-12-17,13,2664.15,243,10,16.58,7.72,77.17,1311,0
2022-12-18,13,3505.9,355,13,15.64,6.4,83.25,1157,0
2022-12-19,13,2349.99,235,8,16.72,6.7,53.63,1321,0
2022-12-20,13,3127.65,296,10,14.21,7.34,73.39,1231,0
2022-12-21,13,2250.67,237,8,15.65,6.16,49.24,1294,0
2022-12-22,13,2624.89,289,11,12.9,7.63,83.97,1245,0
2022-12-23,13,3403.09,329,12,13.97,7.41,88.95,1288,0
2022-12-24,13,3190.21,321,11,16.05,6.52,71.74,1253,0
2022-12-25,13,2744.28,299,9,16.16,6.78,61.05,1305,0
2022-12-26,13,3624.76,319,11,14.73,7.24,79.64,1193,0
2022-12-27,13,2453.2,283,10,16.79,7.89,78.93,1347,0
2022-12-28,13,2378.6,239,7,12.53,7.26,50.81,1369,0
2022-12-29,13,2782.93,293,10,16.53,6.51,65.06,1273,0
2022-12-30,13,2995.79,266,9,14.73,6.96,62.68,1205,0
2022-12-31,13,2949.28,268,9,12.18,6.9,62.09,1295,0
2023-01-01,13,2908.81,272,9,13.48,7.07,63.59,1188,0
2023-01-02,13,4008.38,380,12,14.28,7.04,84.46,1155,0
2023-01-03,13,4523.48,406,14,13.44,6.73,94.19,1148,0
2023-01-04,13,3251.21,301,12,13.51,7.74,92.92,1238,0
2023-01-05,13,3864.18,370,13,15.78,6.66,86.58,1302,0
2023-01-06,13,2837.6,255,8,14.15,7.06,56.48,1295,0
2023-01-07,13,3384.92,368,12,11.7,6.52,78.26,1254,0
2023-01-08,13,3866.32,399,13,15.43,6.87,89.3,1208,0
2023-01-09,13,2857.5,271,11,14.06,7.36,80.99,1268,0
2023-01-10,13,4165.07,428,16,17.04,7.52,120.25,1191,0
2023-01-11,13,3018.11,309,12,13.87,7.61,91.35,1263,0
2023-01-12,13,4451.4,411,14,12.38,7.47,104.63,1110,0
2023-01-13,13,4348.44,443,14,14.61,6.93,97.07,1232,0
2023-01-14,13,4595.57,451,16,13.39,6.07,97.2,1122,0
2023-01-15,13,4556.36,469,16,13.52,7.05,112.78,1057,0
2023-01-16,13,5317.46,510,19,14.53,6.11,116.1,971,0
2023-01-17,13,4211.2,432,15,14.76,7.93,118.99,1136,0
2023-01-18,13,2681.62,289,11,14.53,6.76,74.32,1299,0
2023-01-19,13,3975.62,406,15,14.66,7.01,105.11,1199,0
2023-01-20,13,3539.78,318,10,15.9,6.26,62.59,1109,0
2023-01-21,13,2847.28,334,11,14.69,7.99,87.91,1339,0
2023-01-22,13,4995.12,511,18,15.36,6.98,125.72,1114,0
2023-01-23,13,3759.9,371,13,16.22,6.6,85.76,1205,0
2023-01-24,13,2844.9,297,9,14.1,6.39,57.47,1313,0
2023-01-25,13,3553.97,398,14,15.0,7.3,102.2,1250,0
2023-01-26,13,5913.92,563,18,15.13,6.87,123.71,1078,0
2023-01-27,13,5227.63,545,18,12.9,6.63,119.42,1046,0
2023-01-28,13,4748.91,472,17,11.76,6.02,102.33,1151,0
2023-01-29,13,4701.27,464,15,15.07,6.07,91.09,1176,0
2023-01-30,13,3504.98,345,11,13.42,7.39,81.26,1224,0
2023-01-31,13,3475.49,306,12,17.42,6.96,83.53,1209,0
2023-02-01,13,4735.36,483,18,16.06,7.7,138.56,1130,0
2023-02-02,13,5589.89,510,19,13.46,7.51,142.63,1084,0
2023-02-03,13,3535.83,343,13,12.3,7.15,92.91,1265,0
2023-02-04,13,4301.29,420,14,13.13,7.12,99.71,1056,0
2023-02-05,13,4595.15,452,15,15.15,7.49,112.36,1132,0
2023-02-06,13,4051.47,362,12,14.55,7.48,89.79,1187,0
2023-02-07,13,4324.47,450,15,16.06,6.67,100.04,1149,0
2023-02-08,13,3670.51,330,11,13.4,6.21,68.32,1211,0
2023-02-09,13,4768.19,458,15,15.71,7.54,113.15,1111,0
2023-02-10,13,4686.46,458,17,15.49,6.45,109.59,1096,0
2023-02-11,13,5068.74,501,16,16.89,7.58,121.32,1074,0
2023-02-12,13,4439.1,452,17,15.28,7.24,123.02,1102,0
2023-02-13,13,5198.96,520,19,13.69,6.72,127.6,1062,0
2023-02-14,13,4925.61,531,17,16.98,7.7,130.98,1193,0
2023-02-15,13,5668.39,574,21,14.59,7.38,155.03,1082,0
2023-02-16,13,4493.24,455,15,14.38,7.09,106.35,1124,0
2023-02-17,13,5484.1,537,18,15.18,6.6,118.83,1037,0
2023-02-18,13,4574.75,464,17,16.81,7.97,135.53,1141,0
2023-02-19,13,5291.14,519,18,16.59,7.68,138.19,1046,0
2023-02-20,13,5864.14,577,21,15.86,6.27,131.74,1106,0
2023-02-21,13,5764.07,640,21,16.33,7.61,159.86,1060,0
2023-02-22,13,4683.5,499,16,15.62,6.24,99.85,1051,0
2023-02-23,13,4448.07,427,14,13.61,6.5,90.94,1072,0
2023-02-24,13,5667.01,580,19,16.42,7.92,150.39,997,0
2023-02-25,13,4548.34,460,17,11.3,7.74,131.58,1123,0
2023-02-26,13,5723.59,559,18,14.96,7.21,129.82,963,0
2023-02-27,13,3995.74,441,15,15.07,7.4,110.97,1194,0
2023-02-28,13,5350.36,531,19,18.25,6.18,117.41,1059,0
2023-03-01,13,4695.86,497,17,13.54,6.66,113.3,1091,0
2023-03-02,13,3676.27,354,11,16.5,6.64,73.09,1213,0
2023-03-03,13,4407.82,463,15,15.32,6.07,90.98,1256,0
2023-03-04,13,4735.06,500,16,14.49,7.41,118.53,1085,0
2023-03-05,13,6601.42,641,23,12.19,6.62,152.15,1063,0
2023-03-06,13,2681.69,262,9,15.32,7.27,65.4,1266,0
2023-03-07,13,4827.83,481,16,15.34,6.05,96.87,1084,0
2023-03-08,13,4830.52,516,17,14.62,6.0,102.06,1081,0
2023-03-09,13,4348.5,466,15,17.47,6.34,95.1,1203,0
2023-03-10,13,4828.44,475,17,16.71,7.41,125.9,1112,0
2023-03-11,13,5034.42,496,18,14.74,7.21,129.75,1078,0
2023-03-12,13,4630.07,468,15,16.66,6.4,96.03,1005,0
2023-03-13,13,5464.64,515,18,16.96,7.05,126.84,992,0
2023-03-14,13,6456.31,671,22,14.02,7.24,159.25,1034,0
2023-03-15,13,5162.87,499,18,13.46,7.88,141.8,1151,0
2023-03-16,13,4664.3,468,15,13.18,7.52,112.87,1196,0
2023-03-17,13,5136.11,542,19,16.52,6.27,119.16,1038,0
2023-03-18,13,4955.6,504,18,14.49,6.54,117.73,1133,0
2023-03-19,13,6120.69,604,21,13.92,6.81,142.95,968,0
2023-03-20,13,4880.65,468,16,16.44,6.21,99.37,1173,0
2023-03-21,13,5650.16,564,18,14.53,7.11,127.99,1089,0
2023-03-22,13,5498.96,544,20,13.44,7.81,156.28,1068,0
2023-03-23,13,5360.22,589,21,17.25,6.61,138.87,1021,0
2023-03-24,13,4372.37,421,16,16.59,7.97,127.51,1213,0
2023-03-25,13,4795.69,469,16,14.04,6.5,103.98,1125,0
2023-03-26,13,5140.16,494,18,13.86,6.94,125.0,1122,0
2023-03-27,13,4344.57,429,15,14.74,6.69,100.29,1079,0
2023-03-28,13,4517.38,462,17,15.99,6.62,112.48,1080,0
2023-03-29,13,4920.83,473,15,16.71,6.76,101.34,1084,0
2023-03-30,13,5581.01,565,19,13.38,6.06,115.23,1200,0
2023-03-31,13,6436.45,619,20,12.56,7.06,141.28,921,0
2023-04-01,13,5525.39,571,19,14.69,7.48,142.17,1034,0
2023-04-02,13,5414.28,532,17,13.38,7.73,131.37,1051,0
2023-04-03,13,5369.08,530,17,14.59,6.65,113.03,1139,0
2023-04-04,13,5040.41,532,18,14.1,7.1,127.81,1112,0
2023-04-05,13,5236.34,515,19,12.56,7.79,147.93,1003,0
2023-04-06,13,5762.01,584,20,17.55,7.6,151.99,1019,0
2023-04-07,13,6066.47,621,20,15.19,6.93,138.56,990,0
2023-04-08,13,3354.77,361,12,16.31,6.33,75.96,1156,0
2023-04-09,13,5881.3,595,21,11.71,7.12,149.45,1030,0
2023-04-10,13,5064.81,500,16,13.89,7.98,127.67,1108,0
2023-04-11,13,5691.92,559,19,13.98,7.52,142.79,1098,0
2023-04-12,13,5579.87,564,19,16.5,7.7,146.22,1079,0
2023-04-13,13,5180.75,503,17,17.56,6.38,108.42,1027,0
2023-04-14,13,5700.73,581,20,13.22,7.81,156.16,1036,0
2023-04-15,13,5501.86,554,18,15.24,6.03,108.51,1148,0
2023-04-16,13,5236.47,500,18,16.93,7.72,139.04,1101,0
2023-04-17,13,5171.45,493,17,13.98,6.48,110.13,1110,0
2023-04-18,13,4460.86,448,14,13.84,7.25,101.44,1101,0
2023-04-19,13,5253.32,520,18,15.78,6.59,118.55,1049,0
2023-04-20,13,3639.79,380,14,12.6,6.27,87.79,1167,0
2023-04-21,13,5452.84,527,17,11.94,6.49,110.4,1065,0
2023-04-22,13,5811.26,596,20,10.34,6.95,138.92,1043,0
2023-04-23,13,4041.94,419,15,16.03,7.84,117.59,1183,0
2023-04-24,13,4967.82,473,15,17.05,6.78,101.67,1157,0
2023-04-25,13,6312.68,627,20,15.01,6.11,122.23,1004,0
2023-04-26,13,6910.65,718,24,16.52,6.05,145.14,847,0
2023-04-27,13,5073.83,515,17,11.78,6.42,109.14,1072,0
2023-04-28,13,5187.26,517,17,15.9,6.1,103.77,1079,0
2023-04-29,13,5065.89,524,18,15.22,6.74,121.36,1068,0
2023-04-30,13,5228.5,513,18,13.7,6.77,121.83,1071,0
2023-05-01,13,6081.15,602,20,15.55,7.94,158.89,980,0
2023-05-02,13,5079.43,511,18,17.69,6.61,119.02,1156,0
2023-05-03,13,3963.18,425,15,16.37,7.2,107.97,1116,0
2023-05-04,13,5249.06,506,16,14.09,7.64,122.2,1013,0
2023-05-05,13,4718.01,481,17,14.1,7.03,119.44,1045,0
2023-05-06,13,4111.97,403,15,15.63,7.39,110.9,1210,0
2023-05-07,13,4093.79,434,14,15.89,7.95,111.28,1096,0
2023-05-08,13,4882.48,504,16,13.81,6.65,106.37,1137,0
2023-05-09,13,5452.52,544,20,17.68,6.15,122.97,1057,0
2023-05-10,13,5388.08,551,19,14.91,6.86,130.35,1056,0
2023-05-11,13,5875.38,576,20,16.71,7.08,141.63,1050,0
2023-05-12,13,4284.46,416,14,14.49,7.16,100.24,1243,0
2023-05-13,13,4572.79,508,16,18.28,7.48,119.63,1073,0
2023-05-14,13,5355.27,528,18,15.55,7.8,140.33,1036,0
2023-05-15,13,5401.31,544,19,12.24,7.0,133.01,989,0
2023-05-16,13,4385.28,431,14,13.71,6.29,88.02,1159,0
2023-05-17,13,4229.39,397,13,15.7,6.81,88.49,1136,0
2023-05-18,13,5132.43,493,17,17.29,6.31,107.28,1034,0
2023-05-19,13,5434.98,550,20,15.25,6.36,127.29,1042,0
2023-05-20,13,4517.21,423,14,13.17,6.0,84.05,1087,0
2023-05-21,13,5050.04,491,18,14.87,7.86,141.47,1136,0
2023-05-22,13,4659.63,479,17,15.57,7.49,127.34,1028,0
2023-05-23,13,4110.58,416,13,16.22,6.2,80.61,1242,0
2023-05-24,13,5194.12,511,19,17.15,7.84,148.96,1153,0
2023-05-25,13,4397.8,431,15,16.88,7.74,116.11,1105,0
2023-05-26,13,3340.59,313,12,14.93,7.82,93.84,1247,0
2023-05-27,13,3999.61,445,15,12.54,6.19,92.92,1301,0
2023-05-28,13,2699.48,250,8,16.42,6.16,49.28,1296,0
2023-05-29,13,6634.22,684,23,14.26,6.14,141.12,919,0
2023-05-30,13,5482.34,504,16,17.42,7.93,126.94,1108,0
2023-05-31,13,3359.08,353,13,15.99,7.32,95.17,1260,0
2023-06-01,13,3914.18,411,13,14.68,6.36,82.63,1134,0
2023-06-02,13,4537.08,435,15,18.18,7.86,117.87,1092,0
2023-06-03,13,5607.46,548,18,15.69,6.89,123.95,1041,0
2023-06-04,13,4877.67,509,18,16.84,7.57,136.28,1192,0
2023-06-05,13,4445.1,422,16,13.89,7.27,116.36,1087,0
2023-06-06,13,3767.62,385,13,13.54,7.3,94.89,1183,0
2023-06-07,13,4590.64,446,15,11.73,6.88,103.19,1216,0
2023-06-08,13,4527.8,471,15,16.37,6.79,101.85,1114,0
2023-06-09,13,4174.03,455,16,14.54,6.32,101.18,1219,0
2023-06-10,13,4051.75,385,12,18.49,6.14,73.7,1169,0
2023-06-11,13,3726.52,384,13,15.45,7.86,102.13,1280,0
2023-06-12,13,5082.17,528,19,15.47,7.87,149.59,1146,0
2023-06-13,13,2667.7,227,9,17.07,7.28,65.54,1295,0
2023-06-14,13,4235.86,444,15,14.7,6.78,101.64,1157,0
2023-06-15,13,3970.38,404,13,14.27,6.05,78.65,1137,0
2023-06-16,13,2349.86,248,10,13.22,6.9,68.95,1225,0
2023-06-17,13,3589.62,322,10,15.09,7.32,73.18,1212,0
2023-06-18,13,3044.34,319,12,15.58,6.6,79.21,1278,0
2023-06-19,13,3000.82,296,10,14.22,6.68,66.85,1300,0
2023-06-20,13,3167.34,294,10,17.12,6.94,69.45,1359,0
2023-06-21,13,4757.03,490,17,12.07,6.99,118.83,1051,0
2023-06-22,13,3680.46,384,14,16.18,7.49,104.8,1199,0
2023-06-23,13,4290.68,428,15,13.42,7.0,104.99,1180,0
2023-06-24,13,2699.47,277,10,16.22,7.69,76.91,1234,0
2023-06-25,13,3132.41,310,11,15.21,6.97,76.62,1278,0
2023-06-26,13,3254.11,298,9,15.22,6.06,54.57,1255,0
2023-06-27,13,3688.67,366,13,15.85,6.28,81.68,1186,0
2023-06-28,13,3952.6,419,13,16.19,7.44,96.67,1108,0
2023-06-29,13,3710.26,395,13,14.57,6.9,89.75,1200,0
2023-06-30,13,2813.81,265,10,15.55,6.92,69.22,1297,0
2023-07-01,13,4018.27,407,14,16.08,7.96,111.38,1088,0
2023-07-02,13,2904.99,292,11,17.35,7.14,78.57,1250,0
2023-07-03,13,3571.65,367,13,15.78,6.23,81.04,1198,0
2023-07-04,13,2225.68,224,7,14.44,6.87,48.07,1368,0
2023-07-05,13,3086.4,323,12,17.82,7.12,85.47,1197,0
2023-07-06,13,3671.42,359,11,16.96,6.07,66.82,1230,0
2023-07-07,13,3306.03,353,12,16.5,6.73,80.75,1267,0
2023-07-08,13,2535.94,243,10,15.43,7.94,79.36,1306,0
2023-07-09,13,3590.27,363,13,14.93,7.5,97.53,1257,0
2023-07-10,13,2500.94,263,10,12.69,6.74,67.44,1401,0
2023-07-11,13,1691.77,174,6,16.81,6.52,39.15,1412,1
2023-07-12,13,3882.88,341,11,10.39,6.57,72.23,1167,0
2023-07-13,13,2220.38,228,7,15.32,7.66,53.6,1352,1
2023-07-14,13,3621.48,376,14,14.57,6.8,95.25,1268,0
2023-07-15,13,2767.45,283,10,15.8,7.69,76.86,1240,0
